ticket_id,type,organization,comment,photo,photo_after,coords,address,subdistrict,district,province,timestamp,state,star,count_reopen,last_activity
2023-D3843V,{กีดขวาง},"เขตธนบุรี,ฝ่ายเทศกิจ เขตธนบุรี",พบแม่ค้าขายของวันจันทร์ และหน้าปากซอยวุฒากาศ 13 มีแม่ค้ารถเข็นจำนวนมากจอดกีดขวางทางเข้าออกซอย,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-09/ec51b611ffcd6b2b2dcd954563d79e5bc587bc4e.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-09/1695014625775.jpeg,"100.47202,13.71455",105 13 ถนน วุฒากาศ แขวง ตลาดพลู เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,ตลาดพลู,ธนบุรี,กรุงเทพมหานคร,2023-09-04 14:04:41.520537+00,เสร็จสิ้น,1.0,6,2023-09-18 05:23:48.565527+00
2023-D8TCFP,{ทางเท้า},"เขตบางกะปิ,สำนักการโยธา กทม.,สำนักงานก่อสร้างและบูรณะ สำนักการโยธา (สกบ.สนย.) กทม.,ศูนย์ก่อสร้างและบูรณะถนน 3 ส่วนก่อสร้างและบูรณะ 1 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.)",ซ่อมทางเท้าให้เรียบสวยงาม,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-04/dcf33d6fa5d5b7469dbd3271e8d49ba55df2b209.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-07/1689853574000.jpeg,"100.62343,13.81525",99/8- ชื่อ ยโยธินพัฒนา 3 แยก 2-4 แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,คลองจั่น,บางกะปิ,กรุงเทพมหานคร,2023-04-21 03:22:31.696536+00,เสร็จสิ้น,,0,2023-07-20 11:46:15.495716+00
2024-BTRA9B,{คนจรจัด},"เขตปทุมวัน,ฝ่ายเทศกิจ เขตปทุมวัน","ต้องการให้คนไร้บ้าน ที่นอนอาศัยอยู่ใต้ทางด่วน บริเวณแถววัดดวงแข ออกไปจากบริเวณนี้ เพราะ สะสมของไว้เป็นจำนวนมาก และทำให้เกิดปัญหาต่างๆ กลัวว่าจะเหตุไม่ดีในบริเวณนี้ เพราะ ไฟค่อนข้างสลัว ในเวลากลางคืน บางครั้งเห็นพกพาอาวุธ มีด ไว้กับตัว, เวลาปัสสาวะชอบให้เห็นอวัยยวะเพศ ประจำ. 

ไล่ไปแล้ว สักพักก็กลับมายังที่เดิมและ  มีคนไร้บ้านตามกันมาอีกหลายคน.",https://storage.googleapis.com/traffy_public_bucket/attachment/2024-12/f925ad318cc461b47dd833fc8ec091c0d1bcef92.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-12/894898c4fb084f8bf627f5112d6c201b.png,"100.51997,13.74183",8 ถนน จารุเมือง แขวงรองเมือง เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,รองเมือง,ปทุมวัน,กรุงเทพมหานคร,2024-12-09 09:19:53.164045+00,เสร็จสิ้น,,0,2024-12-12 07:21:22.992454+00
2023-4CZTQ2,{แสงสว่าง},"เขตคลองเตย,การไฟฟ้านครหลวง เขตคลองเตย,การไฟฟ้านครหลวง MEA",ไฟทางขาด,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-12/0ee715f89c78b129e8243a15f539222b004a6cab.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-12/1702786917430.jpeg,"100.57209,13.71069",20/5 ถ. อาจณรงค์ แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,คลองเตย,คลองเตย,กรุงเทพมหานคร,2023-12-16 11:45:02.734908+00,เสร็จสิ้น,,0,2023-12-17 04:21:58.469792+00
2022-ELQH4P,{ความสะอาด},"เขตสาทร,ฝ่ายรักษาความสะอาดฯ เขตสาทร,ผอ.เขตสาทร (นายธวัชชัย),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ปัญหาคือมีจำนวนถุงขยะ/ขยะเยอะมากในบริเวณปากซอยสวนพลูซอย9และ5 ซึ่งในตอนกลางคืนจะเยอะมากจนล้นทำให้ไม่มีพื้นที่เดินบนฟุตบาทและอีกอย่างมีน้ำเน่าจากขยะและหนูเต็มไปหมด,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/bf35e7e74393ce06699051492de3282acca80ab4.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/2702f932a99689c194860b6468adf659d16010de.jpg,"100.53984,13.71712",62 ถ. สวนพลู แขวง ทุ่งมหาเมฆ เขต สาทร กรุงเทพมหานคร 10120 ประเทศไทย,ทุ่งมหาเมฆ,สาทร,กรุงเทพมหานคร,2022-06-09 11:59:33.556739+00,เสร็จสิ้น,4.0,0,2022-06-09 22:22:48.080655+00
MJFV8H,"{เสียงรบกวน,ร้องเรียน,สะพาน}","เขตบางพลัด,สน.บวรมงคล,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 7 (บก.น.7)","ศูนย์เรื่องราวร้องทุกข์ ได้รับการประสานผ่านระบบการจัดการเรื่องราวร้องทุกข์ สำนักงานปลัดสำนักนายกรัฐมนตรี ทำเนียบรัฐบาล รหัสเรื่อง  
นร02660046181


ขอให้แก้ไขปัญหาเสียงดังรบกวนจากสถานบันเทิงหลายแห่ง บริเวณชุมชนสะพานไม้แยก 8-2  ซอยจรัญสนิทวงศ์ 44 แขวงบางยี่ขัน เขตบางพลัด กรุงเทพมหานคร
รายละเอียดของเรื่อง :
คำร้องจาก Line PSC 1111--- #ร้องทุกข์ จรัลสนิทวงศ์ 44  ชุมชนสะพานไม้แยก 8-2  เปิดผับบาร์คาราโอเกะ  ยันเช้า รุเข้าออก เสียงดังมาก  เปิดเพลง ชายเหล้าเบียร์ ดมแก้ส  ยันเช้ารุ่งขึ้นอีกวัน เป็นทุกวัน แต่ไม่มีใครกล้ามาตรวจสอบกลางคืน  ณเวลานี้ เด็ก ๆ กริอผู้มาเี่ยวยังไม่กลับบ้านเลย  ขนาดที่ใหญ่ สถานบันเทิงยังเปิดตีสอง นี่ใหญ่มากรึงัย  ไม่มีใครมาตรวจเลย  

//หมายเหตุ ปักหมุดที่สำนักงานเขตเพราะไม่สามารถปักละติจูด ลองติจูด ที่ชัดเจนได้ กรุณาอ่านรายละเอียดสถานที่จากรายละเอียดการแจ้งเป็นหลัก
ศูนย์ฯ ประสานมาเพื่อตรวจสอบและดำเนินการ และโปรดพิจารณาให้ความคุ้มครองผู้ร้องและผู้เกี่ยวข้องอย่าให้ต้องรับภัย หรือความไม่ชอบธรรมอันเนื่องมาจากการร้องเรียน การเป็นพยาน หรือการให้ข้อมูลนั้น  #ศรท  #ศรท1111
#1555 #citydata",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-10/1698640603150.jpeg,,"100.50509,13.79392","สำนักงานเขตบางพลัด Charan Sanit Wong Road, Bang Ao, Bang Phlat, Bangkok : 39 ถ. จรัญสนิทวงศ์ แขวงบางอ้อ เขตบางพลัด กรุงเทพมหานคร 10700 ประเทศไทย",บางอ้อ,บางพลัด,จังหวัดกรุงเทพมหานคร,2023-10-30 04:36:44.385338+00,รอรับเรื่อง,,0,2023-10-30 04:38:27.450657+00
2024-DXLVDT,{},"เขตหลักสี่,ฝ่ายการศึกษา เขตหลักสี่",มีหนังสือจ้งมาดังรูป อยากทราบว่าเป็นของจริงหรือไม่หรือว่าเป็นมิจฉาชีพ กทม.จะได้แจ้งข่าวต่อผู้อื่น,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-07/9ec364259c2889499a24f019e537c099af41dd45.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-08/87337e4dadd6c757ab89e17a00b3c83c.jpg,"100.55828,13.85475",50 ซอย งามวงศ์วาน 47 แยก 6 แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,ทุ่งสองห้อง,หลักสี่,กรุงเทพมหานคร,2024-07-30 11:59:46.323668+00,เสร็จสิ้น,,0,2024-08-02 07:57:29.589208+00
2023-AXH87V,{ถนน},"เขตบางกอกน้อย,สำนักสิ่งแวดล้อม กทม.,ฝ่ายสิ่งแวดล้อมฯ เขตบางกอกน้อย",ฝุ่นแถวนี้มีปัญหามากๆค่ะ ทั้งมีการก่อสร้างและฝุ่นควันตามถนนจากรถเมล์แทบจะหายใจไม่ออกกันแล้วค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-02/0f47296bd2675dd9608f8acf8200f3ff63be71ca.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-02/1676030428019.jpeg,"100.48128,13.76325",236 ถ. อรุณอมรินทร์ แขวงอรุณอมรินทร์ เขตบางกอกน้อย กรุงเทพมหานคร 10700 ประเทศไทย,อรุณอมรินทร์,บางกอกน้อย,กรุงเทพมหานคร,2023-02-02 03:02:11.187709+00,เสร็จสิ้น,5.0,0,2023-02-10 12:00:29.32209+00
2022-4GX3A4,{},"เขตบางแค,ฝ่ายเทศกิจ เขตบางแค,ผอ.เขตบางแค (นายณรงค์),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",ป้ายกองโจร,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-08/35e67beee35a67415b8e4be1393b6bc969835774.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-08/739eed512796104ce19b6a3a7cf0edd96eddcaf1.jpg,"100.42481,13.68889",136/5 ถนน บางแค แขวง บางแค เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,บางแค,บางแค,กรุงเทพมหานคร,2022-08-06 01:10:30.414469+00,เสร็จสิ้น,5.0,0,2022-08-09 08:04:27.356418+00
2023-MCDNVN,{ทางเท้า},"สำนักเทศกิจ กทม.,สน.บางรัก,สน.ปทุมวัน,ฝ่ายเทศกิจ เขตบางรัก,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 6 (บก.น.6)",มอเตอร์ไซค์ขี่บนฟุตบาทข้ามแยก,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-10/37fd568f4fd37a5412c664e1a92b574ad43b40de.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-12/1702874161029.jpeg,"100.53633,13.72967",ห้างสรรพสินค้าโรบินสัน แขวงสุริยวงศ์ เขตบางรัก กรุงเทพมหานคร 10500 ประเทศไทย,ปทุมวัน,ปทุมวัน,กรุงเทพมหานคร,2023-10-27 13:12:10.789023+00,เสร็จสิ้น,1.0,0,2023-12-18 04:36:02.088741+00
2023-DDPB87,{เสียงรบกวน},"เขตพญาไท,ฝ่ายโยธา เขตพญาไท",มีการก่อสร้างโครงการบ้านที่เสียงดังมาก น่าจะเกิน75 เดซิเบล รบกวนเพื่อนบ้าน,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-04/e911b884de84f79f9ec0697fb62619f7d317f799.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-04/1682577010136.jpeg,"100.55771,13.78749",12 ซอย อินทามระ 14 แขวง สามเสนใน เขตพญาไท กรุงเทพมหานคร 10400 ประเทศไทย,สามเสนใน,พญาไท,กรุงเทพมหานคร,2023-04-22 06:56:27.706057+00,เสร็จสิ้น,,0,2023-04-27 06:30:12.154318+00
2023-HFZ64Z,{ทางเท้า},"เขตคลองเตย,ฝ่ายเทศกิจ เขตคลองเตย,ฝ่ายพัฒนาชุมชนฯ เขตคลองเตย",มีการรื้อตึกเก่าทำให้คนไร้บ้านมาอยู่ริมทางเดิน,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-02/24a3aacb57c058efc59434def26fb589d00b4216.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-02/1676729574791.jpeg,"100.57504,13.71587",3641 ถนนพระรามที่ ๔ แขวง คลองตัน เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,คลองตัน,คลองเตย,กรุงเทพมหานคร,2023-02-10 01:49:27.315353+00,เสร็จสิ้น,5.0,0,2023-02-18 14:12:56.985565+00
2023-64U6ZQ,{กีดขวาง},"เขตบางแค,ฝ่ายเทศกิจ เขตบางแค",ยังคงจอดรถตรงป้ายห้ามจอดเกจเดิม,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-02/c5bf7a505fc3858bb3da343a2069e6ca494ca7f4.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-02/1675738899783.jpeg,"100.42165,13.70357",เลขที่ 509 24-25 ถนนเทอดไท แขวง บางแค เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,บางแค,บางแค,กรุงเทพมหานคร,2023-02-04 02:30:08.668899+00,เสร็จสิ้น,,0,2023-02-07 03:01:41.547055+00
2022-7G27T7,{},"เขตทวีวัฒนา,การรถไฟแห่งประเทศไทย",ทางรถไฟทำทาง มีการขุดพื้นถนนช่วงใกล้รางรถไฟ   แต่ทำทางได้ไม่ทันไรพื้นยุบตัว ทำให้การจราจรชะลอตัวครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/8e99111dcd4803e226dbd40832ac04c1b0666f01.jpg,,"100.35461,13.80146",R923+MRW แขวง ศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170 ประเทศไทย,ศาลาธรรมสพน์,ทวีวัฒนา,กรุงเทพมหานคร,2022-12-12 11:47:02.161482+00,รอรับเรื่อง,,0,2022-12-12 11:59:03.682187+00
2022-3WCNRG,"{ถนน,จราจร}","เขตปทุมวัน,ผอ.เขตปทุมวัน (นายอิทธิพล อิงประสาร),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",มีรถและขนส่งจอดเยอะมากๆ ทั้งเส้นถนน ยิ่งช่วงเย็นเหลือถนนเพียงแค่เลนเดียว ทำให้รถติดมาก บนทางเท้าก็เดินทางไม่สะดวกเนื่องจากของวางเต็มไปหมด,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/f210bcbf768aefff13d3b2b10147a5c7336b3ad4.jpg,,"100.51945,13.73926",206 ถนน จารุเมือง แขวง รองเมือง เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,รองเมือง,ปทุมวัน,กรุงเทพมหานคร,2022-06-20 12:10:35.029659+00,เสร็จสิ้น,5.0,0,2022-06-21 13:02:28.48059+00
2023-32E4QL,"{ถนน,ท่อระบายน้ำ}","เขตห้วยขวาง,สำนักการโยธา กทม.,บริษัท โทรคมนาคมแห่งชาติ จำกัด (มหาชน),กองแผนงานและประสานสาธารณูปโภค สำนักการโยธา (กผภ.สนย.) กทม.",ถนนฝาท่อชำรุดส่งเลยใช่ไหม,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-01/5ae96bcd7f847b19435616f24c82dc599987b7f9.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-12/1703128696232.jpeg,"100.58998,13.74325",PHVR+53V แขวงบางกะปิ เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย,บางกะปิ,ห้วยขวาง,กรุงเทพมหานคร,2023-01-31 00:33:10.102933+00,เสร็จสิ้น,3.0,0,2023-12-21 03:18:17.548983+00
2024-3XGRZB,"{ความปลอดภัย,ถนน}","เขตบางขุนเทียน,ฝ่ายโยธา เขตบางขุนเทียน","ถนนเละเป็นดวงจันทร์ บางกระดี่ 19 แยก 8 แจ้งไปหลายรอบแล้ว ได้แต่ข้อความตอบกลับว่ารองบประมาณ ความทุกข์ร้อนของประชาชนรอแต่งบประมาณ แย่เนอะ 

วัวหายล้อมคอก ต้องเกิดอุบัติเหตุหรืออะไรก่อน ถึงจะตื่นตัว",https://storage.googleapis.com/traffy_public_bucket/attachment/2024-07/7ed5dea3517b6592404960c9fc199e58790af9e6.jpg,,"100.41258,13.62205",136/21 ม.พิศาลเทียนทะเล แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,2024-07-29 01:23:23.611901+00,กำลังดำเนินการ,,0,2024-11-25 07:56:08.992878+00
2022-G2N29D,{ทางเท้า},"เขตวัฒนา,สำนักการโยธา กทม.,ฝ่ายโยธา เขตวัฒนา,ผอ.เขตวัฒนา (น.ส.สุชิรา),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",อยากให้ช่วยปรับทางเท้าบริเวณทองหล่อซอย 10 ให้ดีหน่อยค่ะ เนื่องจากเดินเท้ายากมากเพราะมีการขุดอิฐบลอคออกแล้วก็เอายางมะตอยมาแปะๆแบบชุ่ยอยู่หลายเดือนแล้ว ฝนตกมีน้ำขังเยอะมากทำให้เดินลำบาก บางจุดก็เป็นทรายผสมกรวด,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/b469f4733c713fec20c6d549c56e3b7338b3130d.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/bc1a5f4f9f40a8aaf359ccd05d3d48df424716a8.jpg,"100.58256,13.73223",308 สุขุมวิท แขวง คลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,คลองตันเหนือ,วัฒนา,กรุงเทพมหานคร,2022-06-10 12:42:50.344732+00,เสร็จสิ้น,,0,2022-10-04 07:27:44.781647+00
2024-ANBC9U,{ท่อระบายน้ำ},"เขตบางซื่อ,ฝ่ายโยธา เขตบางซื่อ",บัตรประชาชนตกท่อครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-11/dcba5ed5c33a9d5ff7fe35b8456c0a5fc4b8cba3.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-11/56750889ddeba89ef59f0adee1ceff5d.png,"100.53882,13.81884",เลขที่ จิรภัทร์ แมนชั่น 35 ซอย สวนฝรั่ง แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800 ประเทศไทย,บางซื่อ,บางซื่อ,กรุงเทพมหานคร,2024-11-16 10:11:20.345603+00,เสร็จสิ้น,,0,2024-11-16 14:54:19.917558+00
2022-MLMAEC,{กีดขวาง},"เขตบางเขน,ผอ.เขตบางเขน (น.ส.อัญชนา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",ถังขยะวางกีดขวาง,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-08/1f7b3876351e69a3a58fffafbcf0881d95125b0e.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-08/e5fd9c3bf200b9ddd03eb8e1ab337cc5841fb0cd.jpg,"100.59085,13.86771",ซอย พหลโยธิน 53 ซอย พหลโยธิน แขวง อนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220 ประเทศไทย,อนุสาวรีย์,บางเขน,กรุงเทพมหานคร,2022-08-16 12:35:18.4557+00,เสร็จสิ้น,5.0,1,2022-08-18 06:19:10.46296+00
4C7TJT,{สอบถาม},เขตบางนา,"ศูนย์เรื่องราวร้องทุกข์ ได้รับการประสานผ่านระบบการจัดการเรื่องราวร้องทุกข์ สำนักงานปลัดสำนักนายกรัฐมนตรี ทำเนียบรัฐบาล รหัสเรื่อง นร02660006490
ขอให้ปรับปรุงระบบการให้บริการทางโทรศัพท์ของ สำนักงานเขตบางนา กรุงเทพมหานคร หมายเลขโทรศัพท์ 0 2173 5253 เนื่องจากวันที่ 16 กุมภาพันธ์ 2566 เวลาประมาณ 10.00 น.-14.00 น. ผู้ร้องได้ติดต่อไปยังหมายเลขโทรศัพท์ดังกล่าว เพื่อสอบถามเกี่ยวกับเอกสารหลักฐานในการขอใบอนุญาตประกอบกิจการร้านอาหาร ซึ่งผู้ร้องติดต่อไปทั้งหมด 7 ครั้ง ปรากฎว่า มีลักษณะสายตัด ทั้ง 7 ครั้ง ทำให้ผู้ร้องไม่สามารถติดต่อสอบถามข้อมูลกับเจ้าหน้าที่ได้ ส่งผลให้ผู้ร้องได้รับความเดือดร้อนเป็นอย่างมาก ผู้ร้องประสงค์ให้ปรับปรุงระบบการให้บริการทางโทรศัพท์ของศูนย์ฯดังกล่าว เพื่อเป็นการอำนวยความสะดวกให้แก่ผู้ร้องและประชาชนที่ติดต่อมาใช้บริการ 
//หมายเหตุ ปักหมุดที่สำนักงานเขตเพราะไม่สามารถปักละติจูด ลองติจูดที่ชัดเจนได้ กรุณาอ่านรายละเอียดสถานที่จากรายละเอียดการแจ้งเป็นหลัก 
//ศูนย์ฯ ประสานมาเพื่อตรวจสอบและดำเนินการ และโปรดพิจารณาให้ความคุ้มครองผู้ร้องและผู้เกี่ยวข้องอย่าให้ต้องรับภัย หรือความไม่ชอบธรรมอันเนื่องมาจากการร้องเรียนการเป็นพยาน หรือการให้ข้อมูลนั้น #ศรท #ศรท1111
#1555 #citydata",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-02/1676538852432.jpeg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-02/1676968751629.jpeg,"100.59208,13.68117",สำนักงานเขตบางนา ถนน สรรพาวุธ แขวงบางนาเหนือ เขตบางนา กรุงเทพมหานคร : 888 ถนน สรรพาวุธ แขวงบางนาเหนือ เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย,บางนาใต้,บางนา,จังหวัดกรุงเทพมหานคร,2023-02-16 09:14:14.048165+00,เสร็จสิ้น,,0,2023-02-21 08:39:14.457807+00
2023-HVHLVF,{กีดขวาง},"ปัญหาที่ต้องแก้เชิงนโยบาย,เขตปทุมวัน,สน.ปทุมวัน,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 6 (บก.น.6)",ตั้งสิ่งของกีดขวางพื้นผิวจราจร,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-12/8b75e222d0b184649237e0aa9675ea8ea7b39aaf.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-12/1703127520588.jpeg,"100.52933,13.74634",PGWH+HP5 ถ. พระรามที่ 1 แขวงวังใหม่ เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,วังใหม่,ปทุมวัน,กรุงเทพมหานคร,2023-12-20 03:11:02.89917+00,กำลังดำเนินการ,,1,2023-12-25 10:38:18.629459+00
2024-D2NC8E,{ความปลอดภัย},"เขตภาษีเจริญ,สำนักงานเลขานุการผู้ว่าราชการกรุงเทพมหานคร (บัญชีทางการ),สำนักพัฒนาสังคม กทม.","ขอให้นำประเด็นจากรายการ :
มุ่งสู่ประชาธิปไตย ไปกับสถาบันพระปกเกล้า วันอังคารที่ 3
ธันวาคม 2567 หัวข้อ “สังคมสูงอายุกับแนวทางการรับมือของเมืองสมัยใหม่” ตาม https://www.facebook.com/share/v/1DuevkqPfR/?mibextid=UalRPS ซึ่งมี ศาสตราจารย์ศศิพัฒน์ ยอดเพชร ผู้ทรงคุณวุฒิ ด้าน สังคมศาสตร์ในคณะกรรมการผู้สูงอายุแห่งชาติ เป็นผู้ร่วมรายการไปปรับใช้กับการดำเนินการของกรุงเทพมหานคร โดยเฉพาะการพัฒนาคุณภาพชีวิตของผู้สูงอายุในเมืองและการออกแบบโครงสร้างพื้นฐานที่รองรับผู้สูงอายุต่อไป",https://storage.googleapis.com/traffy_public_bucket/attachment/2024-12/a839935b0d71e98aaef4566ed82abb7e190432a5.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-01/3c8d6972f79b970dd2ca283c2657908a.png,"100.45959,13.74173",1143/18 ถ. บางแวก แขวงคูหาสวรรค์ เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,คูหาสวรรค์,ภาษีเจริญ,กรุงเทพมหานคร,2024-12-03 13:28:48.368567+00,เสร็จสิ้น,5.0,0,2025-01-03 09:38:35.26721+00
2023-NCXDAV,{ความปลอดภัย},"เขตบางคอแหลม,ฝ่ายโยธา เขตบางคอแหลม",ไฟสว่างน้อยเกิดอุบัติเหตุ บ่อยครั้งหน้าวัดจันทร์ใน,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-09/70a0f93a41a344c66c596995647f32f181a1b5f5.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-10/1696158628202.jpeg,"100.50389,13.69500",597/30 ซอย ประดู่ 1 แขวงบางโคล่ เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,บางโคล่,บางคอแหลม,กรุงเทพมหานคร,2023-09-30 10:03:24.496749+00,เสร็จสิ้น,5.0,0,2023-10-01 11:10:29.595329+00
2024-F7LL7X,{แสงสว่าง},"เขตบึงกุ่ม,ฝ่ายโยธา เขตบึงกุ่ม",ไฟฟ้าส่องสว่างดับ ม8แยก6-6,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-08/e9abed0d2b2de66ddd4bcf2c03256ebafb39c83c.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-08/b4787f3c5f0eddeb433b865995a2e59a.jpg,"100.65336,13.80654",4/7 นวมินทร์ แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,2024-08-07 14:58:37.587056+00,เสร็จสิ้น,,0,2024-08-08 05:23:09.811014+00
2022-3YVZQK,{ถนน},"กองโครงการสายอากาศเป็นสายใต้ดิน3 ฝ่ายบริหารโครงการ การไฟฟ้านครหลวง (กคต.3 ฝบค. กฟน.),โครงการรัชดาภิเษก-อโศก,ฝ่ายโยธา เขตสวนหลวง,การไฟฟ้านครหลวง เขตบางกะปิ,การไฟฟ้านครหลวง เขตคลองเตย,เขตห้วยขวาง,การไฟฟ้านครหลวง MEA,กองแผนงานและประสานสาธารณูปโภค สำนักการโยธา (กผภ.สนย.) กทม.,การไฟฟ้านครหลวง ฝ่ายบริหารโครงการ,สำนักการโยธา กทม.",อยากให้มาช่วยดูการก่อสร้างฟุตลบาทตลอดแนวถนนเพชรบุรีตัดใหม่ครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/9c4900ca0cfd01d1968b1497ff4accfd9ee3a265.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-02/1708486354757.jpeg,"100.57954,13.74558",อาคารกรุงเทพ ทาวเวอร์ 2170 ถนน เพชรบุรีตัดใหม่ แขวง บางกะปิ เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย,บางกะปิ,ห้วยขวาง,กรุงเทพมหานคร,2022-06-07 12:31:36.315824+00,เสร็จสิ้น,,0,2024-02-21 03:32:36.572425+00
KDGZML,"{ถนน,ทางเท้า}","เขตบางซื่อ,ฝ่ายเทศกิจ เขตบางซื่อ","ปัญหา: ตรงหน้าบ้านเป็นฟุตบาทติดถนนใหญ่แล้วมีวินมอเตอร์ไซด์มาจอดซ่อมมอเตอร์ไซด์และขับขี่บนฟุตบาทด้วย และไม่รักษาความสะอาด
บ้านเลขที่: 395/1
ถนน: ประราษฎร์สาย 1
จุดสังเกต: อยู่ใต้ MRT บางโพ อยู่ใกล้ห้วมุมโรงรับจำนำ
เขต: บางซื่อ
#1555",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-07/1688552934777.jpeg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-07/1688976566321.jpeg,"100.52125,13.80644",บางโพ แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800 ประเทศไทย,บางซื่อ,บางซื่อ,จังหวัดกรุงเทพมหานคร,2023-07-05 10:28:56.229631+00,เสร็จสิ้น,,0,2023-07-10 08:09:27.319157+00
